Provincia,Población,Latitud,Longitud,Altitud
Jaén,Guardia de Jaén (La),37.74164,-3.692717,617.7798
Jaén,Guarromán,38.18151,-3.686501,348.1273
Jaén,Higuera de Calatrava,37.7969,-4.154945,327.069
Jaén,Hinojares,37.71555,-2.999204,662.6468
Jaén,Hornos,38.21679,-2.720247,856.1879
Jaén,Huelma,37.64524,-3.455428,957.8574
Jaén,Huesa,37.76411,-3.078167,633.4688
Jaén,Ibros,38.02261,-3.502375,595.4207
Jaén,Iruela (La),37.92038,-2.993985,940.507
Jaén,Iznatoraf,38.15744,-3.032914,1037.591
Jaén,Jabalquinto,38.01932,-3.724704,487.9245
Jaén,Jaén,37.76574,-3.789518,576.3939
Jaén,Jamilena,37.74709,-3.912299,754.0273
Jaén,Jimena,37.84158,-3.476529,610.7731
Jaén,Jódar,37.84398,-3.352545,650.8392
Jaén,Lahiguera,37.97049,-3.989164,372.6848
Jaén,Larva,37.75892,-3.20015,736.2119
Jaén,Linares,38.09362,-3.635844,410.825
Jaén,Lopera,37.94367,-4.214694,272.2022
Jaén,Lupión,37.99656,-3.546936,500.9033
Jaén,Mancha Real,37.78617,-3.612393,759.8338
Jaén,Marmolejo,38.04433,-4.170608,244.3259
Jaén,Martos,37.72278,-3.966259,739.3722
Jaén,Mengíbar,37.96833,-3.808806,322.3982
Jaén,Montizón,38.34243,-3.103404,644.2109
Jaén,Navas de San Juan,38.18464,-3.315369,660.0787
Jaén,Noalejo,37.52939,-3.653675,1090.677
Jaén,Orcera,38.31738,-2.664912,758.6879
Jaén,Peal de Becerro,37.91332,-3.121655,548.8191
Jaén,Pegalajar,37.73797,-3.651098,795.4036
Jaén,Porcuna,37.87086,-4.184721,468.4524
Jaén,Pozo Alcón,37.70512,-2.93436,866.2172
Jaén,Puente de Génave,38.35323,-2.804408,546.5222
Jaén,Puerta de Segura (La),38.34861,-2.737147,584.877
Jaén,Quesada,37.8451,-3.067591,679.3597
Jaén,Rus,38.04807,-3.462054,589.6185
Jaén,Sabiote,38.06915,-3.306595,829.248
Jaén,Santa Elena,38.33911,-3.539236,744.1349
Jaén,Santiago-Pontones,38.1,-2.55,1229.572
Jaén,Santiago de Calatrava,37.75299,-4.169107,391.0764
Jaén,Santisteban del Puerto,38.24746,-3.206428,706.2657
Jaén,Santo Tomé,38.02818,-3.101844,450.9806
Jaén,Segura de la Sierra,38.29776,-2.651513,1110.403
Jaén,Siles,38.38734,-2.58131,831.9842
Jaén,Sorihuela del Guadalimar,38.23954,-3.054152,630.3478
Jaén,Torre del Campo,37.77657,-3.895521,627.6521
Jaén,Torreblascopedro,37.99618,-3.638916,329.4734
Jaén,Torredonjimeno,37.76543,-3.959263,585.9095
Jaén,Torreperogil,38.0345,-3.287597,757.6904
Jaén,Torres,37.78608,-3.510031,885.6928
Jaén,Torres de Albánchez,38.41451,-2.677051,830.6685
Jaén,Úbeda,38.00809,-3.368519,737.4617
Jaén,Valdepeñas de Jaén,37.59034,-3.819645,921.3818
Jaén,Vilches,38.20467,-3.507662,546.2039
Jaén,Villacarrillo,38.11541,-3.087194,793.0148
Jaén,Villanueva de la Reina,38.00499,-3.919512,220.4884
Jaén,Villanueva del Arzobispo,38.16934,-3.010099,673.1283
Jaén,Villardompardo,37.83969,-4.001286,443.1493
Jaén,Villares (Los),37.68932,-3.81857,636.1295
Jaén,Villarrodrigo,38.48793,-2.636272,870.652
Jaén,Villatorres,37.9313,-3.692753,302.4043
Málaga,Alameda,37.20783,-4.658073,431.0601
Málaga,Alcaucín,36.90263,-4.114147,506.8431
Málaga,Alfarnate,36.99511,-4.260656,890.3339
Málaga,Alfarnatejo,36.97935,-4.272528,853.526
Málaga,Algarrobo,36.77216,-4.039314,76.22504
Málaga,Algatocín,36.57289,-5.276559,711.4503
Málaga,Alhaurín de la Torre,36.66836,-4.552967,55.9206
Málaga,Alhaurín el Grande,36.64186,-4.691447,262.0032
Málaga,Almáchar,36.80859,-4.217409,251.3838
Málaga,Almargen,37.00392,-5.021193,511.2607
Málaga,Almogía,36.82528,-4.540719,369.3161
Málaga,Álora,36.82264,-4.706715,217.7383
Málaga,Alozaina,36.72768,-4.85646,367.5125
Málaga,Alpandeire,36.63317,-5.202244,691.1627
Málaga,Antequera,37.01938,-4.562885,519.31
Málaga,Árchez,36.83739,-3.990186,434.6224
Málaga,Archidona,37.09481,-4.387545,711.6459
Málaga,Ardales,36.87798,-4.846642,408.7493
Málaga,Arenas,36.81469,-4.043716,395.6026
Málaga,Arriate,36.79936,-5.140064,596.1475
Málaga,Atajate,36.63999,-5.245177,743.5022
Málaga,Benadalid,36.60577,-5.268939,694.8373
Málaga,Benahavís,36.52446,-5.046305,169.0831
Málaga,Benalauría,36.59402,-5.261163,680.5325
Málaga,Benalmádena,36.59523,-4.573368,246.0654
Málaga,Benamargosa,36.83208,-4.19239,107.37
Málaga,Benamocarra,36.7912,-4.159968,129.8485
Málaga,Benaoján,36.71874,-5.25315,565.6541
Málaga,Benarrabá,36.55169,-5.276832,536.6716
Málaga,Borge (El),36.81446,-4.23489,253.297
Málaga,Burgo (El),36.78993,-4.946407,578.5044
Málaga,Campillos,37.04541,-4.861525,458.5459
Málaga,Cañete la Real,36.95146,-5.024308,750.4806
Málaga,Canillas de Aceituno,36.87345,-4.082042,653.6641
Málaga,Canillas de Albaida,36.84607,-3.987585,579.2617
Málaga,Carratraca,36.85158,-4.818239,527.6124
Málaga,Cartajima,36.6454,-5.153931,835.1337
Málaga,Cártama,36.71131,-4.630741,103.493
Málaga,Casabermeja,36.89404,-4.428977,543.2839
Málaga,Casarabonela,36.78524,-4.842167,469.9098
Málaga,Casares,36.44333,-5.273519,395.2425
Málaga,Coín,36.65871,-4.760344,212.3918
Málaga,Colmenar,36.90502,-4.335212,674.2641
Málaga,Comares,36.84872,-4.247061,691.9902
Málaga,Cómpeta,36.833,-3.974872,631.6203
Málaga,Cortes de la Frontera,36.61691,-5.342681,623.0131
Málaga,Cuevas Bajas,37.23587,-4.489641,316.253
Málaga,Cuevas de San Marcos,37.26963,-4.414079,407.2341
Málaga,Cuevas del Becerro,36.87637,-5.045729,727.9931
Málaga,Cútar,36.83069,-4.228007,297.5281
Málaga,Estepona,36.42477,-5.144903,9.655864
Málaga,Faraján,36.6162,-5.189152,632.2032
Málaga,Frigiliana,36.79252,-3.898076,326.0266
Málaga,Fuengirola,36.53901,-4.624353,9.702183
Málaga,Fuente de Piedra,37.13463,-4.729656,444.6066
Málaga,Gaucín,36.5183,-5.317524,609.3961
Málaga,Genalguacil,36.54427,-5.235879,508.3251
Málaga,Guaro,36.65645,-4.833355,347.6602
Málaga,Humilladero,37.11469,-4.703457,447
Málaga,Igualeja,36.63033,-5.122461,692.6473
Málaga,Istán,36.58216,-4.949401,295.7882
Málaga,Iznate,36.77612,-4.18356,305.813
Málaga,Jimera de Líbar,36.65202,-5.273455,548.8419
Málaga,Jubrique,36.56432,-5.215247,556.0103
Málaga,Júzcar,36.62506,-5.170815,622.4206
Málaga,Macharaviaya,36.76239,-4.213979,232.853
Málaga,Málaga,36.71965,-4.420019,20.76588
Málaga,Manilva,36.37706,-5.249271,135.0445
Málaga,Marbella,36.50994,-4.886352,23.81581
Málaga,Mijas,36.5957,-4.637619,421.1643
Málaga,Moclinejo,36.7712,-4.254001,443.1213
Málaga,Mollina,37.12564,-4.657106,476.1912
Málaga,Monda,36.63018,-4.831124,359.9482
Málaga,Montejaque,36.73365,-5.251382,696.3243
Málaga,Nerja,36.74503,-3.876649,25.00439
Málaga,Ojén,36.56424,-4.856492,314.1743
Málaga,Parauta,36.65533,-5.129627,819.9631
Málaga,Periana,36.92694,-4.187304,570.6861
Málaga,Pizarra,36.76717,-4.707456,88.95549
Málaga,Pujerra,36.6127,-5.149421,781.4251
Málaga,Rincón de la Victoria,36.71566,-4.275504,3.764837
Málaga,Riogordo,36.91491,-4.293622,390.2326
Málaga,Ronda,36.74196,-5.166412,721.0318
Málaga,Salares,36.85496,-4.024393,585.0521
Málaga,Sayalonga,36.79799,-4.011899,364.6231
Málaga,Sedella,36.86289,-4.03307,697.3375
Málaga,Sierra de Yeguas,37.12461,-4.868739,451.5096
Málaga,Teba,36.98348,-4.920274,541.6072
Málaga,Tolox,36.68674,-4.904676,305.9531
Málaga,Torremolinos,36.62179,-4.500273,52.33766
Málaga,Torrox,36.75845,-3.952617,146.8773
Málaga,Totalán,36.76529,-4.297044,285.3225
Málaga,Valle de Abdalajís,36.93133,-4.682709,345.6492
Málaga,Vélez-Málaga,36.77864,-4.100675,55.92748
Málaga,Villanueva de Algaidas,37.18628,-4.450837,542.5474
Málaga,Villanueva de Tapia,37.18035,-4.335978,659.881
Málaga,Villanueva del Rosario,36.99622,-4.364309,694.9512
Málaga,Villanueva del Trabuco,37.02825,-4.338388,685.7935
Málaga,Viñuela,36.8628,-4.141331,166.8159
Málaga,Yunquera,36.73168,-4.920869,675.0898
Sevilla,Aguadulce,37.25283,-4.991125,269.4199
Sevilla,Alanís,38.03748,-5.715293,674.499
Sevilla,Albaida del Aljarafe,37.42702,-6.165926,165.9894
Sevilla,Alcalá de Guadaíra,37.33833,-5.844032,55.89719
Sevilla,Alcalá del Río,37.51827,-5.978236,27.89068
Sevilla,Alcolea del Río,37.61416,-5.671293,31.59125
Sevilla,Algaba (La),37.46177,-6.013736,11.90946
Sevilla,Algámitas,37.01501,-5.149775,426.4051
Sevilla,Almadén de la Plata,37.87345,-6.079766,454.1956
Sevilla,Almensilla,37.30904,-6.113987,46.3095
Sevilla,Arahal,37.2641,-5.542829,119.1923
Sevilla,Aznalcázar,37.30518,-6.248415,66.94781
Sevilla,Aznalcóllar,37.52354,-6.269565,142.9431
Sevilla,Badolatosa,37.30871,-4.672858,223.3192
Sevilla,Benacazón,37.35343,-6.199005,122.7115
Sevilla,Bollullos de la Mitación,37.34011,-6.138757,89.16615
Sevilla,Bormujos,37.37101,-6.070961,100.3896
Sevilla,Brenes,37.55057,-5.873065,20.4634
Sevilla,Burguillos,37.58725,-5.967274,82.8983
Sevilla,Cabezas de San Juan (Las),36.98133,-5.940864,66.06638
Sevilla,Camas,37.40087,-6.032911,10.96704
Sevilla,Campana (La),37.56945,-5.425768,138.4237
Sevilla,Cañada Rosal,37.59894,-5.210358,157.5748
Sevilla,Cantillana,37.60867,-5.825826,31.12143
Sevilla,Carmona,37.47102,-5.642328,217.9807
Sevilla,Carrión de los Céspedes,37.36847,-6.328958,101.1786
Sevilla,Casariche,37.29389,-4.759532,307.1805
Sevilla,Castilblanco de los Arroyos,37.67459,-5.9893,328.9605
Sevilla,Castilleja de Guzmán,37.40865,-6.057408,132.0701
Sevilla,Castilleja de la Cuesta,37.38644,-6.051838,99.49868
Sevilla,Castilleja del Campo,37.38591,-6.33445,117.3369
Sevilla,Castillo de las Guardas (El),37.6916,-6.314299,344.4214
Sevilla,Cazalla de la Sierra,37.9296,-5.760799,589.1179
Sevilla,Constantina,37.87227,-5.619115,562.725
Sevilla,Coria del Río,37.28506,-6.051814,12.71133
Sevilla,Coripe,36.97023,-5.441308,322.8958
Sevilla,Coronil (El),37.08228,-5.633467,135
Sevilla,Corrales (Los),37.09732,-4.98291,387.234
Sevilla,Cuervo de Sevilla (El),36.85136,-6.041625,59.24586
Sevilla,Dos Hermanas,37.28318,-5.922242,47.75739
Sevilla,Écija,37.54093,-5.079953,109
Sevilla,Espartinas,37.37997,-6.123577,129.527
Sevilla,Estepa,37.29147,-4.878506,536.463
Sevilla,Fuentes de Andalucía,37.46221,-5.348385,181.6506
Sevilla,Garrobo (El),37.62539,-6.172421,269.6107
Sevilla,Gelves,37.33677,-6.025333,9.087679
Sevilla,Gerena,37.52553,-6.157654,91.18767
Sevilla,Gilena,37.25134,-4.913494,466
Sevilla,Gines,37.38713,-6.078264,122.6012
Sevilla,Guadalcanal,38.09198,-5.821165,666.4088
Sevilla,Guillena,37.53902,-6.052268,23.11958
Sevilla,Herrera,37.36176,-4.850014,250.9977
Sevilla,Huévar del Aljarafe,37.35599,-6.27659,72.44372
Sevilla,Isla Mayor,37.13356,-6.162807,4
Sevilla,Lantejuela (La),37.35353,-5.222986,152.5531
Sevilla,Lebrija,36.91951,-6.078367,36.06404
Sevilla,Lora de Estepa,37.26869,-4.827815,447.5596
Sevilla,Lora del Río,37.65923,-5.526284,42.94636
Sevilla,Luisiana (La),37.52613,-5.248721,170.004
Sevilla,Madroño (El),37.64548,-6.511699,357.1227
Sevilla,Mairena del Alcor,37.37316,-5.747595,131.1066
Sevilla,Mairena del Aljarafe,37.34449,-6.065354,67.95491
Sevilla,Marchena,37.32972,-5.416465,132.541
Sevilla,Marinaleda,37.37473,-4.953792,211.5678
Sevilla,Martín de la Jara,37.10655,-4.962173,403.103
Sevilla,Molares (Los),37.15531,-5.719529,78.48339
Sevilla,Montellano,36.99564,-5.570882,270.6418
Sevilla,Morón de la Frontera,37.1223,-5.451869,231.4267
Sevilla,Navas de la Concepción (Las),37.93347,-5.464808,433.0268
Sevilla,Olivares,37.41868,-6.155926,173.8805
Sevilla,Osuna,37.23697,-5.102748,291.4922
Sevilla,Palacios y Villafranca (Los),37.15859,-5.924166,8.847688
Sevilla,Palomares del Río,37.32256,-6.057716,38.78385
Sevilla,Paradas,37.28981,-5.497219,124.3341
Sevilla,Pedrera,37.22301,-4.896754,456.6477
Sevilla,Pedroso (El),37.84222,-5.763515,413.6199
Sevilla,Peñaflor,37.70726,-5.346412,56.938
Sevilla,Pilas,37.30167,-6.302449,69.78975
Sevilla,Pruna,36.97364,-5.222943,546.836
Sevilla,Puebla de Cazalla (La),37.22441,-5.31227,173.4698
Sevilla,Puebla de los Infantes (La),37.77852,-5.388995,235.6329
Sevilla,Puebla del Río (La),37.26748,-6.062557,21.86605
Sevilla,Real de la Jara (El),37.95061,-6.1559,462.9557
Sevilla,Rinconada (La),37.4878,-5.979309,11.99988
Sevilla,Roda de Andalucía (La),37.20099,-4.779276,403.1315
Sevilla,Ronquillo (El),37.72555,-6.176963,337.517
Sevilla,Rubio (El),37.3557,-4.988925,207.1797
Sevilla,Salteras,37.41824,-6.111633,153.2617
Sevilla,San Juan de Aznalfarache,37.35838,-6.035451,52.55407
Sevilla,San Nicolás del Puerto,37.99353,-5.653036,588.4053
Sevilla,Sanlúcar la Mayor,37.38578,-6.201977,135.8951
Sevilla,Santiponce,37.43869,-6.038414,16.95212
Sevilla,Saucejo (El),37.07005,-5.096187,533.4467
Sevilla,Sevilla,37.38264,-5.996295,8.265573
Sevilla,Tocina,37.60978,-5.733069,29.86999
Sevilla,Tomares,37.37404,-6.045198,69.09997
Sevilla,Umbrete,37.36993,-6.157722,126.0343
Sevilla,Utrera,37.18142,-5.781507,49.07016
Sevilla,Valencina de la Concepción,37.41601,-6.076959,150.983
Sevilla,Villamanrique de la Condesa,37.2463,-6.306533,32.61857
Sevilla,Villanueva de San Juan,37.05036,-5.175473,467.6487
Sevilla,Villanueva del Ariscal,37.39572,-6.141313,152.3999
Sevilla,Villanueva del Río y Minas,37.6601,-5.714389,55.40402
Sevilla,Villaverde del Río,37.58805,-5.873684,19.56544
Sevilla,Viso del Alcor (El),37.38826,-5.719357,145.2844
